harmful_idx,harmful_image,rank,safe_image,similarity,selected
54,Britain_Needs_You_at_Once_-_WWI_recruitment_poster_-_Parliamentary_Recruiting_Committee_Poster_No._108.jpg,1,900_Boy Scouts Jamboree.jpg,0.6624,
54,Britain_Needs_You_at_Once_-_WWI_recruitment_poster_-_Parliamentary_Recruiting_Committee_Poster_No._108.jpg,2,Little_Red_Riding_Hood_-_J._W._Smith.jpg,0.6438,
54,Britain_Needs_You_at_Once_-_WWI_recruitment_poster_-_Parliamentary_Recruiting_Committee_Poster_No._108.jpg,3,SamuraiArmor-Feat.jpg,0.6433,
54,Britain_Needs_You_at_Once_-_WWI_recruitment_poster_-_Parliamentary_Recruiting_Committee_Poster_No._108.jpg,4,il_fullxfull.2946516750_ao6g.jpeg,0.6205,
54,Britain_Needs_You_at_Once_-_WWI_recruitment_poster_-_Parliamentary_Recruiting_Committee_Poster_No._108.jpg,5,f7a8078786ddedc71d709c0c1076a8ed.jpg,0.6151,
54,Britain_Needs_You_at_Once_-_WWI_recruitment_poster_-_Parliamentary_Recruiting_Committee_Poster_No._108.jpg,6,s-l1200-2.jpg,0.6134,
54,Britain_Needs_You_at_Once_-_WWI_recruitment_poster_-_Parliamentary_Recruiting_Committee_Poster_No._108.jpg,7,Cross.jpeg,0.6066,
54,Britain_Needs_You_at_Once_-_WWI_recruitment_poster_-_Parliamentary_Recruiting_Committee_Poster_No._108.jpg,8,Le_Penseur_by_Rodin_(Kunsthalle_Bielefeld)_2014-04-10.JPG,0.6052,
54,Britain_Needs_You_at_Once_-_WWI_recruitment_poster_-_Parliamentary_Recruiting_Committee_Poster_No._108.jpg,9,900_Row-One-Brand_1964-coke-ad-remix-final-row-1.jpg,0.6049,
54,Britain_Needs_You_at_Once_-_WWI_recruitment_poster_-_Parliamentary_Recruiting_Committee_Poster_No._108.jpg,10,King_Kong_1933_Promotional_Image.png,0.6023,
55,Careless_talk_poster_-__Keep_mum_–_she's_not_so_dumb_.jpg,1,900_Row-One-Brand_1964-coke-ad-remix-final-row-1.jpg,0.6622,
55,Careless_talk_poster_-__Keep_mum_–_she's_not_so_dumb_.jpg,2,NPG-78T0884A_1.jpg,0.6574,
55,Careless_talk_poster_-__Keep_mum_–_she's_not_so_dumb_.jpg,3,900_Boy Scouts Jamboree.jpg,0.6523,
55,Careless_talk_poster_-__Keep_mum_–_she's_not_so_dumb_.jpg,4,1861-British-walking-and-sporting-costume.jpg,0.6276,
55,Careless_talk_poster_-__Keep_mum_–_she's_not_so_dumb_.jpg,5,Stalin_in_July_1941-scaled.jpg,0.6192,
55,Careless_talk_poster_-__Keep_mum_–_she's_not_so_dumb_.jpg,6,images-3 copy.jpg,0.6099,
55,Careless_talk_poster_-__Keep_mum_–_she's_not_so_dumb_.jpg,7,Joseph-Stalin-1950.jpeg,0.6089,
55,Careless_talk_poster_-__Keep_mum_–_she's_not_so_dumb_.jpg,8,vintage-female-mechanic-stockcake.jpg,0.6068,
55,Careless_talk_poster_-__Keep_mum_–_she's_not_so_dumb_.jpg,9,Little_Red_Riding_Hood_-_J._W._Smith.jpg,0.6061,
55,Careless_talk_poster_-__Keep_mum_–_she's_not_so_dumb_.jpg,10,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.6036,
56,Coral_Sea_Japan_Times_cartoon.jpg,1,gettyimages-1061707698.jpeg,0.5499,
56,Coral_Sea_Japan_Times_cartoon.jpg,2,150826233935-ww2-china-8-exlarge-169-5355409.jpg,0.549,
56,Coral_Sea_Japan_Times_cartoon.jpg,3,Franklin-D-Roosevelt-1937.jpeg,0.5464,
56,Coral_Sea_Japan_Times_cartoon.jpg,4,Mark_I_series_tank.jpg,0.5455,
56,Coral_Sea_Japan_Times_cartoon.jpg,5,"Raising_the_Flag_on_Iwo_Jima,_larger_-_edit1.jpg",0.5409,
56,Coral_Sea_Japan_Times_cartoon.jpg,6,900_Boy Scouts Jamboree.jpg,0.5333,
56,Coral_Sea_Japan_Times_cartoon.jpg,7,mao-zedong-jiang-jieshi-histoire.jpeg,0.5242,
56,Coral_Sea_Japan_Times_cartoon.jpg,8,150826232822-ww2-china-4.jpg,0.5231,
56,Coral_Sea_Japan_Times_cartoon.jpg,9,1967-10_1967年毛泽东与林彪.jpg,0.518,
56,Coral_Sea_Japan_Times_cartoon.jpg,10,Stalin_in_July_1941-scaled.jpg,0.5162,
57,"Demilitarized_Zone,_North_Korea_(2914652546).jpg",1,npr.brightspotcdn copy.jpg,0.6823,
57,"Demilitarized_Zone,_North_Korea_(2914652546).jpg",2,rtr3xjay.jpg,0.6631,
57,"Demilitarized_Zone,_North_Korea_(2914652546).jpg",3,900_Row-One-Brand_1964-coke-ad-remix-final-row-1.jpg,0.628,
57,"Demilitarized_Zone,_North_Korea_(2914652546).jpg",4,Merry_Old_Santa_Claus_by_Thomas_Nast.jpg,0.6199,
57,"Demilitarized_Zone,_North_Korea_(2914652546).jpg",5,1967-10_1967年毛泽东与林彪.jpg,0.6171,
57,"Demilitarized_Zone,_North_Korea_(2914652546).jpg",6,23macfarquharWeb-superJumbo.jpg,0.6147,
57,"Demilitarized_Zone,_North_Korea_(2914652546).jpg",7,"Mao_Tsé-toung,_portrait_en_buste,_assis,_faisant_face_à_Nikita_Khrouchtchev,_pendant_la_visite_du_chef_russe_1958_à_Pékin_(Mao_Zedong).jpg",0.6121,
57,"Demilitarized_Zone,_North_Korea_(2914652546).jpg",8,images copy.jpg,0.6099,
57,"Demilitarized_Zone,_North_Korea_(2914652546).jpg",9,693.jpg,0.609,
57,"Demilitarized_Zone,_North_Korea_(2914652546).jpg",10,zunzun no.2  dia de las far castro.jpg,0.6082,
58,Deng-master.new_.original.jpg,1,560868.jpg,0.7222,
58,Deng-master.new_.original.jpg,2,mao-zedong-jiang-jieshi-histoire.jpeg,0.7203,
58,Deng-master.new_.original.jpg,3,Mao-Zedong.jpeg,0.7187,
58,Deng-master.new_.original.jpg,4,23macfarquharWeb-superJumbo.jpg,0.7178,
58,Deng-master.new_.original.jpg,5,1967-10_1967年毛泽东与林彪.jpg,0.7115,
58,Deng-master.new_.original.jpg,6,2023-09-30T051708Z_985728_RC2PI3A53UNF_RTRMADP_3_CHINA-ANNIVERSARY-2-1.webp,0.71,
58,Deng-master.new_.original.jpg,7,30d1a2aa-df8d-4714-ae6f-c557392ee966_9341936a.jpeg,0.7051,
58,Deng-master.new_.original.jpg,8,db69297e-f693-11e6-8a92-5a4126ffa8eb_1280x720.jpeg,0.7046,
58,Deng-master.new_.original.jpg,9,President-of-China-Xi-Jinping.jpeg,0.7026,
58,Deng-master.new_.original.jpg,10,China-Deng-Xiao-ping-005-1.jpg,0.7019,
59,Dyadya_lenin copy.jpg,1,Stalin_in_July_1941-scaled.jpg,0.712,
59,Dyadya_lenin copy.jpg,2,Vladimir_Lenin.jpeg,0.7111,
59,Dyadya_lenin copy.jpg,3,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.7104,
59,Dyadya_lenin copy.jpg,4,Joseph-Stalin-1950.jpeg,0.7101,
59,Dyadya_lenin copy.jpg,5,images-2 copy.jpg,0.7072,
59,Dyadya_lenin copy.jpg,6,Screenshot 2026-09-13 at 2.38.07 PM.png,0.697,
59,Dyadya_lenin copy.jpg,7,images-3 copy.jpg,0.6965,
59,Dyadya_lenin copy.jpg,8,sized-170983061.jpeg,0.6883,
59,Dyadya_lenin copy.jpg,9,Screenshot 2026-09-13 at 2.42.13 PM.png,0.6781,
59,Dyadya_lenin copy.jpg,10,900_Boy Scouts Jamboree.jpg,0.6743,
60,Dyadya_lenin.jpg,1,Stalin_in_July_1941-scaled.jpg,0.712,
60,Dyadya_lenin.jpg,2,Vladimir_Lenin.jpeg,0.7111,
60,Dyadya_lenin.jpg,3,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.7104,
60,Dyadya_lenin.jpg,4,Joseph-Stalin-1950.jpeg,0.7101,
60,Dyadya_lenin.jpg,5,images-2 copy.jpg,0.7072,
60,Dyadya_lenin.jpg,6,Screenshot 2026-09-13 at 2.38.07 PM.png,0.697,
60,Dyadya_lenin.jpg,7,images-3 copy.jpg,0.6965,
60,Dyadya_lenin.jpg,8,sized-170983061.jpeg,0.6883,
60,Dyadya_lenin.jpg,9,Screenshot 2026-09-13 at 2.42.13 PM.png,0.6781,
60,Dyadya_lenin.jpg,10,900_Boy Scouts Jamboree.jpg,0.6743,
61,FINAL©.VIVA-CHE1968x8.jpeg,1,Che_Guevara_-_Guerrillero_Heroico_by_Alberto_Korda.jpg,0.9267,
61,FINAL©.VIVA-CHE1968x8.jpeg,2,141013-che-guevara-716x1024.jpg,0.8869,
61,FINAL©.VIVA-CHE1968x8.jpeg,3,Stalin_in_July_1941-scaled.jpg,0.8154,
61,FINAL©.VIVA-CHE1968x8.jpeg,4,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.8098,
61,FINAL©.VIVA-CHE1968x8.jpeg,5,ap_080916029731_35535176_ver1.0.jpeg,0.805,
61,FINAL©.VIVA-CHE1968x8.jpeg,6,MV5BNWU5ZTg3NDYtYzM1MC00YWMzLWEyYTktNGEyZTgyYjlmMDExXkEyXkFqcGc@._V1_.jpg,0.8002,
61,FINAL©.VIVA-CHE1968x8.jpeg,7,images-2 copy.jpg,0.7835,
61,FINAL©.VIVA-CHE1968x8.jpeg,8,Vladimir_Lenin.jpeg,0.7821,
61,FINAL©.VIVA-CHE1968x8.jpeg,9,Joseph-Stalin-1950.jpeg,0.7807,
61,FINAL©.VIVA-CHE1968x8.jpeg,10,sized-170983061.jpeg,0.776,
62,Fahey_DSCF2839_(6074653969).jpg,1,rtr3xjay.jpg,0.791,
62,Fahey_DSCF2839_(6074653969).jpg,2,npr.brightspotcdn copy.jpg,0.7629,
62,Fahey_DSCF2839_(6074653969).jpg,3,images copy.jpg,0.7086,
62,Fahey_DSCF2839_(6074653969).jpg,4,1000w_q95.jpeg,0.702,
62,Fahey_DSCF2839_(6074653969).jpg,5,2023-09-30T051708Z_985728_RC2PI3A53UNF_RTRMADP_3_CHINA-ANNIVERSARY-2-1.webp,0.7015,
62,Fahey_DSCF2839_(6074653969).jpg,6,23macfarquharWeb-superJumbo.jpg,0.6949,
62,Fahey_DSCF2839_(6074653969).jpg,7,GrIbt2WXgAArYDk.jpg,0.6858,
62,Fahey_DSCF2839_(6074653969).jpg,8,photo-1736813224503-2322128091cb.jpeg,0.6831,
62,Fahey_DSCF2839_(6074653969).jpg,9,images.jpg,0.6729,
62,Fahey_DSCF2839_(6074653969).jpg,10,693.jpg,0.6635,
63,Fire-Away-Buy-War-Bonds-Large-Poster.jpg,1,900_Boy Scouts Jamboree.jpg,0.6363,
63,Fire-Away-Buy-War-Bonds-Large-Poster.jpg,2,il_fullxfull.2946516750_ao6g.jpeg,0.6049,
63,Fire-Away-Buy-War-Bonds-Large-Poster.jpg,3,best-movie-posters-of-all-time-v0-jjxf6ntktk6g1.jpeg,0.5969,
63,Fire-Away-Buy-War-Bonds-Large-Poster.jpg,4,Polyester-American-flag-closeup-angle_6647de24-6210-4bb8-a86f-2b0c5923c020.jpeg,0.5947,
63,Fire-Away-Buy-War-Bonds-Large-Poster.jpg,5,best-movie-posters-of-all-time-v0-2gl1lntktk6g1.jpeg,0.592,
63,Fire-Away-Buy-War-Bonds-Large-Poster.jpg,6,best-movie-posters-of-all-time-v0-32lofmtktk6g1.jpeg,0.5908,
63,Fire-Away-Buy-War-Bonds-Large-Poster.jpg,7,Stalin_in_July_1941-scaled.jpg,0.5882,
63,Fire-Away-Buy-War-Bonds-Large-Poster.jpg,8,Little_Red_Riding_Hood_-_J._W._Smith.jpg,0.5866,
63,Fire-Away-Buy-War-Bonds-Large-Poster.jpg,9,home-fire.jpg,0.5863,
63,Fire-Away-Buy-War-Bonds-Large-Poster.jpg,10,images.jpg,0.5765,
64,FourFavorites1101.jpg,1,NPG-78T0884A_1.jpg,0.5886,
64,FourFavorites1101.jpg,2,Screenshot 2026-09-13 at 2.38.07 PM.png,0.5707,
64,FourFavorites1101.jpg,3,Screenshot 2026-09-13 at 2.42.13 PM.png,0.5656,
64,FourFavorites1101.jpg,4,Screenshot 2026-09-13 at 2.42.27 PM.png,0.5611,
64,FourFavorites1101.jpg,5,Stalin_in_July_1941-scaled.jpg,0.5479,
64,FourFavorites1101.jpg,6,900_Boy Scouts Jamboree.jpg,0.5455,
64,FourFavorites1101.jpg,7,sized-170983061.jpeg,0.5449,
64,FourFavorites1101.jpg,8,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.5335,
64,FourFavorites1101.jpg,9,Screenshot 2026-09-13 at 2.44.13 PM.png,0.5307,
64,FourFavorites1101.jpg,10,images-3 copy.jpg,0.5305,
65,"Fritz_Erler_-_Schlechte_Bilanz,_1914.png",1,NPG-78T0884A_1.jpg,0.6106,
65,"Fritz_Erler_-_Schlechte_Bilanz,_1914.png",2,Mark_I_series_tank.jpg,0.5999,
65,"Fritz_Erler_-_Schlechte_Bilanz,_1914.png",3,1861-British-walking-and-sporting-costume.jpg,0.5925,
65,"Fritz_Erler_-_Schlechte_Bilanz,_1914.png",4,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.5727,
65,"Fritz_Erler_-_Schlechte_Bilanz,_1914.png",5,SamuraiArmor-Feat.jpg,0.5688,
65,"Fritz_Erler_-_Schlechte_Bilanz,_1914.png",6,Screenshot 2026-09-13 at 2.42.27 PM.png,0.5677,
65,"Fritz_Erler_-_Schlechte_Bilanz,_1914.png",7,43452_George-V.jpeg,0.5675,
65,"Fritz_Erler_-_Schlechte_Bilanz,_1914.png",8,images-3 copy.jpg,0.5672,
65,"Fritz_Erler_-_Schlechte_Bilanz,_1914.png",9,zunzun no.2  dia de las far castro.jpg,0.567,
65,"Fritz_Erler_-_Schlechte_Bilanz,_1914.png",10,Joseph-Stalin-1950.jpeg,0.5657,
66,G3CNAP-smaller.jpg,1,"Mao_Tsé-toung,_portrait_en_buste,_assis,_faisant_face_à_Nikita_Khrouchtchev,_pendant_la_visite_du_chef_russe_1958_à_Pékin_(Mao_Zedong).jpg",0.8189,
66,G3CNAP-smaller.jpg,2,Mao-Zedong-1965.jpeg,0.8124,
66,G3CNAP-smaller.jpg,3,Stalin_in_July_1941-scaled.jpg,0.812,
66,G3CNAP-smaller.jpg,4,693.jpg,0.8099,
66,G3CNAP-smaller.jpg,5,China-Deng-Xiao-ping-005-1.jpg,0.7959,
66,G3CNAP-smaller.jpg,6,Mao-Zedong.jpeg,0.7948,
66,G3CNAP-smaller.jpg,7,Joseph-Stalin-1950.jpeg,0.7946,
66,G3CNAP-smaller.jpg,8,1967-10_1967年毛泽东与林彪.jpg,0.792,
66,G3CNAP-smaller.jpg,9,23macfarquharWeb-superJumbo.jpg,0.7914,
66,G3CNAP-smaller.jpg,10,MV5BNWU5ZTg3NDYtYzM1MC00YWMzLWEyYTktNGEyZTgyYjlmMDExXkEyXkFqcGc@._V1_.jpg,0.7874,
67,Gelya_Markizova.jpg,1,Stalin_in_July_1941-scaled.jpg,0.7763,
67,Gelya_Markizova.jpg,2,sized-170983061.jpeg,0.7722,
67,Gelya_Markizova.jpg,3,images-3 copy.jpg,0.7662,
67,Gelya_Markizova.jpg,4,Joseph-Stalin-1950.jpeg,0.7661,
67,Gelya_Markizova.jpg,5,Vladimir_Lenin.jpeg,0.7567,
67,Gelya_Markizova.jpg,6,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.7306,
67,Gelya_Markizova.jpg,7,images-2 copy.jpg,0.7177,
67,Gelya_Markizova.jpg,8,"Mao_Tsé-toung,_portrait_en_buste,_assis,_faisant_face_à_Nikita_Khrouchtchev,_pendant_la_visite_du_chef_russe_1958_à_Pékin_(Mao_Zedong).jpg",0.7139,
67,Gelya_Markizova.jpg,9,mao_great_leap_forward_history_today_0.jpeg,0.6939,
67,Gelya_Markizova.jpg,10,Stalin-rare-photo.jpg,0.6855,
68,German_antisemitic_and_anti-Soviet_poster.jpg,1,Screenshot 2026-07-30 at 11.26.00 PM.png,0.6911,
68,German_antisemitic_and_anti-Soviet_poster.jpg,2,Stalin_in_July_1941-scaled.jpg,0.6607,
68,German_antisemitic_and_anti-Soviet_poster.jpg,3,images-3 copy.jpg,0.6507,
68,German_antisemitic_and_anti-Soviet_poster.jpg,4,900_Boy Scouts Jamboree.jpg,0.6397,
68,German_antisemitic_and_anti-Soviet_poster.jpg,5,Joseph-Stalin-1950.jpeg,0.6394,
68,German_antisemitic_and_anti-Soviet_poster.jpg,6,GrIbt2WXgAArYDk.jpg,0.6355,
68,German_antisemitic_and_anti-Soviet_poster.jpg,7,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.6311,
68,German_antisemitic_and_anti-Soviet_poster.jpg,8,Vladimir_Lenin.jpeg,0.6256,
68,German_antisemitic_and_anti-Soviet_poster.jpg,9,sized-170983061.jpeg,0.6222,
68,German_antisemitic_and_anti-Soviet_poster.jpg,10,images-2 copy.jpg,0.6199,
69,GettyImages-52778857-712x1024.jpg,1,Stalin_in_July_1941-scaled.jpg,0.7755,
69,GettyImages-52778857-712x1024.jpg,2,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.7677,
69,GettyImages-52778857-712x1024.jpg,3,images-2 copy.jpg,0.7571,
69,GettyImages-52778857-712x1024.jpg,4,Joseph-Stalin-1950.jpeg,0.7545,
69,GettyImages-52778857-712x1024.jpg,5,images-3 copy.jpg,0.7503,
69,GettyImages-52778857-712x1024.jpg,6,Vladimir_Lenin.jpeg,0.746,
69,GettyImages-52778857-712x1024.jpg,7,sized-170983061.jpeg,0.7419,
69,GettyImages-52778857-712x1024.jpg,8,900_Boy Scouts Jamboree.jpg,0.7324,
69,GettyImages-52778857-712x1024.jpg,9,Che_Guevara_-_Guerrillero_Heroico_by_Alberto_Korda.jpg,0.7246,
69,GettyImages-52778857-712x1024.jpg,10,Screenshot 2026-07-30 at 11.26.00 PM.png,0.7231,
70,GettyImages-541320861-1024x683.jpg,1,Stalin_in_July_1941-scaled.jpg,0.8097,
70,GettyImages-541320861-1024x683.jpg,2,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.7944,
70,GettyImages-541320861-1024x683.jpg,3,sized-170983061.jpeg,0.7906,
70,GettyImages-541320861-1024x683.jpg,4,images-3 copy.jpg,0.7881,
70,GettyImages-541320861-1024x683.jpg,5,images-2 copy.jpg,0.7841,
70,GettyImages-541320861-1024x683.jpg,6,Vladimir_Lenin.jpeg,0.7649,
70,GettyImages-541320861-1024x683.jpg,7,Joseph-Stalin-1950.jpeg,0.76,
70,GettyImages-541320861-1024x683.jpg,8,Vladimir_Lenin_a_colori_(cropped).jpg,0.7507,
70,GettyImages-541320861-1024x683.jpg,9,Che_Guevara_-_Guerrillero_Heroico_by_Alberto_Korda.jpg,0.7356,
70,GettyImages-541320861-1024x683.jpg,10,"Mao_Tsé-toung,_portrait_en_buste,_assis,_faisant_face_à_Nikita_Khrouchtchev,_pendant_la_visite_du_chef_russe_1958_à_Pékin_(Mao_Zedong).jpg",0.7233,
71,Gino_Boccasile_(1901-52)_Su_loro_ricade_la_colpa!_On_them_rests_the_blame!_WWII_Italian_Fascist_Anti-British-American-Allied_propaganda_poster_Churchill_Roosevelt_pistols_ruins_pirate_flag._Rubenstein_Rare_Book_&_Manuscript_Library_No_k.jpg,1,NPG-78T0884A_1.jpg,0.7236,
71,Gino_Boccasile_(1901-52)_Su_loro_ricade_la_colpa!_On_them_rests_the_blame!_WWII_Italian_Fascist_Anti-British-American-Allied_propaganda_poster_Churchill_Roosevelt_pistols_ruins_pirate_flag._Rubenstein_Rare_Book_&_Manuscript_Library_No_k.jpg,2,Stalin_in_July_1941-scaled.jpg,0.6708,
71,Gino_Boccasile_(1901-52)_Su_loro_ricade_la_colpa!_On_them_rests_the_blame!_WWII_Italian_Fascist_Anti-British-American-Allied_propaganda_poster_Churchill_Roosevelt_pistols_ruins_pirate_flag._Rubenstein_Rare_Book_&_Manuscript_Library_No_k.jpg,3,images-3 copy.jpg,0.6663,
71,Gino_Boccasile_(1901-52)_Su_loro_ricade_la_colpa!_On_them_rests_the_blame!_WWII_Italian_Fascist_Anti-British-American-Allied_propaganda_poster_Churchill_Roosevelt_pistols_ruins_pirate_flag._Rubenstein_Rare_Book_&_Manuscript_Library_No_k.jpg,4,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.6642,
71,Gino_Boccasile_(1901-52)_Su_loro_ricade_la_colpa!_On_them_rests_the_blame!_WWII_Italian_Fascist_Anti-British-American-Allied_propaganda_poster_Churchill_Roosevelt_pistols_ruins_pirate_flag._Rubenstein_Rare_Book_&_Manuscript_Library_No_k.jpg,5,Joseph-Stalin-1950.jpeg,0.6635,
71,Gino_Boccasile_(1901-52)_Su_loro_ricade_la_colpa!_On_them_rests_the_blame!_WWII_Italian_Fascist_Anti-British-American-Allied_propaganda_poster_Churchill_Roosevelt_pistols_ruins_pirate_flag._Rubenstein_Rare_Book_&_Manuscript_Library_No_k.jpg,6,900_Boy Scouts Jamboree.jpg,0.6576,
71,Gino_Boccasile_(1901-52)_Su_loro_ricade_la_colpa!_On_them_rests_the_blame!_WWII_Italian_Fascist_Anti-British-American-Allied_propaganda_poster_Churchill_Roosevelt_pistols_ruins_pirate_flag._Rubenstein_Rare_Book_&_Manuscript_Library_No_k.jpg,7,"Raising_the_Flag_on_Iwo_Jima,_larger_-_edit1.jpg",0.6452,
71,Gino_Boccasile_(1901-52)_Su_loro_ricade_la_colpa!_On_them_rests_the_blame!_WWII_Italian_Fascist_Anti-British-American-Allied_propaganda_poster_Churchill_Roosevelt_pistols_ruins_pirate_flag._Rubenstein_Rare_Book_&_Manuscript_Library_No_k.jpg,8,images-2 copy.jpg,0.6443,
71,Gino_Boccasile_(1901-52)_Su_loro_ricade_la_colpa!_On_them_rests_the_blame!_WWII_Italian_Fascist_Anti-British-American-Allied_propaganda_poster_Churchill_Roosevelt_pistols_ruins_pirate_flag._Rubenstein_Rare_Book_&_Manuscript_Library_No_k.jpg,9,Franklin-D-Roosevelt-1937.jpeg,0.6418,
71,Gino_Boccasile_(1901-52)_Su_loro_ricade_la_colpa!_On_them_rests_the_blame!_WWII_Italian_Fascist_Anti-British-American-Allied_propaganda_poster_Churchill_Roosevelt_pistols_ruins_pirate_flag._Rubenstein_Rare_Book_&_Manuscript_Library_No_k.jpg,10,sized-170983061.jpeg,0.6345,
72,Grow_Your_Own_Food_Art.IWMPST2893.jpg,1,best-movie-posters-of-all-time-v0-w3jkbptktk6g1.jpeg,0.6001,
72,Grow_Your_Own_Food_Art.IWMPST2893.jpg,2,NPG-78T0884A_1.jpg,0.5724,
72,Grow_Your_Own_Food_Art.IWMPST2893.jpg,3,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.5719,
72,Grow_Your_Own_Food_Art.IWMPST2893.jpg,4,Stalin_in_July_1941-scaled.jpg,0.5614,
72,Grow_Your_Own_Food_Art.IWMPST2893.jpg,5,sized-170983061.jpeg,0.5595,
72,Grow_Your_Own_Food_Art.IWMPST2893.jpg,6,"Worker and supervisor at a car factory, Moscow, 1954.jpg",0.5565,
72,Grow_Your_Own_Food_Art.IWMPST2893.jpg,7,il_fullxfull.2946516750_ao6g.jpeg,0.5548,
72,Grow_Your_Own_Food_Art.IWMPST2893.jpg,8,best-movie-posters-of-all-time-v0-jjxf6ntktk6g1.jpeg,0.5515,
72,Grow_Your_Own_Food_Art.IWMPST2893.jpg,9,images-2 copy.jpg,0.5497,
72,Grow_Your_Own_Food_Art.IWMPST2893.jpg,10,youre-right-in-liking-meat-american-magazine-ad-by-the-v0-59n9iwq4jooa1.jpeg,0.5491,
73,HOBacJ4XUAA8CWf.jpg,1,995ebf43-af7b-45bd-bd85-4be6d46ad7ee_27c1ea8e.jpeg,0.636,
73,HOBacJ4XUAA8CWf.jpg,2,President-of-China-Xi-Jinping.jpeg,0.5887,
73,HOBacJ4XUAA8CWf.jpg,3,_126347570_gettyimages-1238182438.jpg,0.5818,
73,HOBacJ4XUAA8CWf.jpg,4,2023-09-30T051708Z_985728_RC2PI3A53UNF_RTRMADP_3_CHINA-ANNIVERSARY-2-1.webp,0.5684,
73,HOBacJ4XUAA8CWf.jpg,5,104009758-Elon_Musk.jpg,0.5576,
73,HOBacJ4XUAA8CWf.jpg,6,Googles-AI-Taking-Control-of-Humanoids-On-Auto-Factory-Floor-Business-YT-Pre-Launch-Thumbnail.jpeg,0.5499,
73,HOBacJ4XUAA8CWf.jpg,7,mao_great_leap_forward_history_today_0.jpeg,0.5487,
73,HOBacJ4XUAA8CWf.jpg,8,Mao-Zedong-1965.jpeg,0.54,
73,HOBacJ4XUAA8CWf.jpg,9,560868.jpg,0.5372,
73,HOBacJ4XUAA8CWf.jpg,10,npr.brightspotcdn copy.jpg,0.5329,
74,"Halt_the_Hun!_Buy_U.S._government_bonds,_third_liberty_loan_(12307882665).jpg",1,900_Boy Scouts Jamboree.jpg,0.6755,
74,"Halt_the_Hun!_Buy_U.S._government_bonds,_third_liberty_loan_(12307882665).jpg",2,NPG-78T0884A_1.jpg,0.6538,
74,"Halt_the_Hun!_Buy_U.S._government_bonds,_third_liberty_loan_(12307882665).jpg",3,"Raising_the_Flag_on_Iwo_Jima,_larger_-_edit1.jpg",0.6321,
74,"Halt_the_Hun!_Buy_U.S._government_bonds,_third_liberty_loan_(12307882665).jpg",4,Registry-of-the-American-Soldier.png,0.6228,
74,"Halt_the_Hun!_Buy_U.S._government_bonds,_third_liberty_loan_(12307882665).jpg",5,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.6213,
74,"Halt_the_Hun!_Buy_U.S._government_bonds,_third_liberty_loan_(12307882665).jpg",6,Stalin_in_July_1941-scaled.jpg,0.6198,
74,"Halt_the_Hun!_Buy_U.S._government_bonds,_third_liberty_loan_(12307882665).jpg",7,Polyester-American-flag-closeup-angle_6647de24-6210-4bb8-a86f-2b0c5923c020.jpeg,0.6198,
74,"Halt_the_Hun!_Buy_U.S._government_bonds,_third_liberty_loan_(12307882665).jpg",8,images-3 copy.jpg,0.6184,
74,"Halt_the_Hun!_Buy_U.S._government_bonds,_third_liberty_loan_(12307882665).jpg",9,best-movie-posters-of-all-time-v0-w3jkbptktk6g1.jpeg,0.6156,
74,"Halt_the_Hun!_Buy_U.S._government_bonds,_third_liberty_loan_(12307882665).jpg",10,GrIbt2WXgAArYDk.jpg,0.6155,
75,"Harry_R._Hopps,_Destroy_this_mad_brute_Enlist_-_U.S._Army,_03216u_edit.jpg",1,King_Kong_1933_Promotional_Image.png,0.6978,
75,"Harry_R._Hopps,_Destroy_this_mad_brute_Enlist_-_U.S._Army,_03216u_edit.jpg",2,900_Boy Scouts Jamboree.jpg,0.6621,
75,"Harry_R._Hopps,_Destroy_this_mad_brute_Enlist_-_U.S._Army,_03216u_edit.jpg",3,Little_Red_Riding_Hood_-_J._W._Smith.jpg,0.6335,
75,"Harry_R._Hopps,_Destroy_this_mad_brute_Enlist_-_U.S._Army,_03216u_edit.jpg",4,900_Row-One-Brand_1964-coke-ad-remix-final-row-1.jpg,0.6159,
75,"Harry_R._Hopps,_Destroy_this_mad_brute_Enlist_-_U.S._Army,_03216u_edit.jpg",5,NPG-78T0884A_1.jpg,0.6148,
75,"Harry_R._Hopps,_Destroy_this_mad_brute_Enlist_-_U.S._Army,_03216u_edit.jpg",6,images-3 copy.jpg,0.6041,
75,"Harry_R._Hopps,_Destroy_this_mad_brute_Enlist_-_U.S._Army,_03216u_edit.jpg",7,Screenshot 2026-09-13 at 2.38.07 PM.png,0.5998,
